Last Name,Second Names,Nickname,First Name,Title,Image,Image source,Image License,Relationship,Include,Birth,Death,Biography,Priory Guests,Date of First Meeting,Context of First Meeting,Frequency of Contact,McCormack,Rignall,Additional Notes ,# of letters, Appendix ,Sources of Text,
Hennell,Sophia,,Sara',,sara_hennell.png,Our files,,,x,,,close friend of GE,,,,,63,160-162,,,"I,  x,  xlvi,  account  of,  Jvi-lviii;    120, 156,  sees  Strauss, I 76;    180,    governess for  Bonham  Carters,  181,   II,   39,    IV, 439,  VII, 62;  I,  182,  192,  203,  219, atRosehill,  223;  meets  Eliza  Lynn,  225; 227,  241,  meets  Emerson,  256;  264,  at Rosehill  while  Brays  are  abroad,  285; 303,   313,   318,   idolizes   brother, 320; 323,  330,  334-5,  wins  Baillie  Prizes, I, 343, II,   259,  282, III, 329, 372;  at 142 Strand,    I,    345,   II,   12;    14,    moves    to  Ivy   Cottage,   Coventry,      62;      teaches Frank    and    Nelly,    221;      Women's Rights, 227, IV, 390; II,  229, 261,   sends GE her portrait, 276; Brays move   into  Ivy  Cottage  with,  302,  314;  on  Isaac: Taylor,    305;    takes    Nelly    Bray   toWales,   376;  proposed   paper   for WR rejected,  482,  489;  verses  on  Bu4Ie,. 485-6;  5ll,  at  Ravensbourne,  III,  36:';' moves  to  Barr's  Hill  Terrace,  444 -,5;' 456, 467, IV, 9, investment  in   ChaP,: man's  business,  IO-I;  82, 87, photo un:like her, 90; 106, ll2, at Lea Hu t 118;120,149,155,recommends   Hay;;'rogate, 162; 163-5, 312, 363, income. duced, 374; V, 54,  visits John Si 56; gets out 3d ed. of Hennell's J,i,l, quiry, 95;  97, Ill, 114Autographs II, 25, 94, GE sends Sara letters  Arnott,213;E.Blackwell,III_,7t1C.  Bronte,  II,  263;  Comte,  496;   ....  25S,  280;  Henschel,   IV,   138; Autographs (continued)Houghton,   II,   38,   259;  Jerrold  23;Knight, 38; GHL, 33; Liebig, 472,   476; Liszt,  195:  Lytton,  203;  Mazzini,   90; Mill,   38;  Montalembert,   IV,  3,  88;T. Parker,    II,     38;    Spencer,    223; Thierry 496; De    Tocqueville, 496; Varnhagen,  203, 280GE  and SaraSara  sees  root  of  Positivism    in    ear- liest  letters,  I,   32;    41,   GE's    1st    letter to,  144;  gives  GE  paintings,  146, 148, 275,  281, VII, 72; sends  GE  ""confes- sional,"" I,  150-1; friendship  with    GE, 186, 193,  195,  279,  331,  II,  182,  IV, 201-2; helps  with  Strauss  tr., I,  171- 219; GE  visits  when  Strauss  is    pub., 219; best plainspoken friend, 225; Saraproposes as  Biicherman,  226; 228, 230, 232-3,   visits   GE   at    Foleshill,   235; opinion of GE, 235; 244, 259, 270,  274, disagrees  with    on    George    Sand,   277 - 80;  282,  298,  cautions  GE,  313; 324, 332, 372, 375-6, visits  GE,  II,  IO;   feels GE  alienated,  19;  22,  31,  44,  46,  onWR,   50;  55,  71,  gives  GE  her German journal,   79,  441,  449;  84,  91,  95,  98, 102,  ll6,  129, reads  MS  and  proofs  of Feuerbach  tr., 138-61;  143, GE  returns her   Hebrew   grammar   and   Apocrypha, 164; hurt    by    GE's    union    with    GHL, 181: not  the    Marian    she    knew,   186;  GE   asked  to   have   Sara   correct   proofs, 187; 188, 195, 204-5, 217, 255-7,   261, GE   reproaches   herself   for   failure   to help, 277-8;  279, visits  GE  and  GHL; 370; 400, thinks  GE  is  writing  a  novel, 443; offers  to  explain  GE's  union  to Chrissey, III, 26;on  Liggins, 44, 201-2; wants  lodgings  near  GE, 70;  87, GE reveals  incognito  to, 90-8; GE's  out- burst, 99; photo of GE, 171: 247,  315-7,  337,  354,  358,  361,  visits  GE,   372GE's    letters    to      Sara      returned,     376; 381, 429, sensitiveness, 433;437-9, 441- 2, 452, 468-70, IV,  21-2,  25, 28, 48,  51, 57, conversations    darken    understand - ing,  66-7;   70,  encouraging   word, 74;77,  91-2,   on   Romola,  103-4;   109-10,123-4, 128-9, 135-6,GEon Sara's writ-ing,  145-9;  153,  friendship  for  Sara,201-2; cannot  get  outside    her    theoreti- cal world, 208; 209, 232-3, 235, 296, GEinvites  for  night,  V, 9-10;  13-4, GE's  ir- ritation  with,  47;  102, 131-2, GE sends Middlemarch to, 214-5,  335; has  ""sore brain,"" 419; GE  sends Sayings   to,   VI, 45;  370-2, on  GE's  marriage,  VII, 280; 341terms of endearment: Lieber Gemahl,I,  161;  Beloved  Spouse,  223; Beloved Achates, 205-16; Liebe Weib, 239; CaraSposa, 240; Gemahlinn,  320 Birthday lettersI, 152, 186, 272, 376, II,  69, 127, 186, 276, 404, 496, III, 199, IV, 66, 168,  314, 400,  488,  V, 68-9,  121-3,  217-8, 327-8,329-30,   VI,   92-4,  191-2,  310, 419-21,426-7,  VII,  81,  224, 343-4 GHL  and  Sara II,  13, GE    sends    her    his    autograph, 33;  220, praises  his Biog.  Hist.  of  Phil., 389;   III,   48,   130,   GHL     criticizes Thoughts, 318-20;   358,    suppresses Sara's  letter  on Romola, IV, 58-9; Sara proposes  art.  for Fortnightly, -212; on Problems, V, 473OthersHarriet   Rennell:   Sara   takes   her   to asylum, I, 248; II,  401, 465, III,  238;Nelly  Bray: IV,  158-9; Spencer:  reviews his Psychology, II, 219; he  visits  Coven- try,  256,  290,  III,  154,  170,  IV,  9, 66; 410,  his  anti-feminism,  VI,  15-6, 40-1,426WritingsAntichrist  (1851), I,  343, II,  405, III, 329On  the  Sceptical  Tendency    of    But- ler's ""Analogy""  (1859),  II,  187, 377 Anticipation  of  an    Approaching    End of the  World (1860), III, 372 Heliados, I, 229_Christianity    and    Infidelity, wins Baillie Prize (1854), II,  259; 263, sends GE  passages  for  criticism,  265; 267-8,270-1, title, 282;  287, GE  offers  to    rev. in Leader, 289; sends  copies, 301; GE on, 304_; GHL's  rev. (Leader) blames Baillie, 304; rev. A.thenaeum, 318; 339 Thoughts in A.id  of  Faith (1860),  I, lviii, Ill, 15, GE reads proof, 48; title, 52-3,  181;  reference   to  C.  C. Hennen n, 100, 130, 141, 144;  136, 180, sends  to  GE  and  GHL,  310;  GE  on, 315-17,336-8_;   GHLon,   318-21;   Call rev.  (WR), 320; GE rereads, 358-9_; V,  472 Present  Religion, Vol. I (1865),  IV, 147, 193;  title, 203-4;  209_, Vol. II,   sec. 2,  pub.,  V,  67-9;  sec.  3,  214-5;  sec. 4, 327;  Vol. II,   bound,  VI, 16;  Vol. III,sec.  I,  VII, 72, index, 224 Memoir  of  Charles  Christian  Hen - nell, II,  93 Coventry Herald: rev. Esmond, II, 80;  Hunt, Religion  of  the  Heart, 125; Feuerbach tr., 164; WR,  211 ",,
Hennell,Christian,,Charles,,charles_hennell.png,Our files,,,x,,,influenced GE's radical revaluation of Christianity ,,,,,,"159, 160",,,,,
Houghton ,Lucy,,Francis,,,,,,x,,,,,,,,,,,,,,
Houghton ,,,Henry,,henry_houghton.png,https://en.wikipedia.org/wiki/File:1846_HenryOscarHoughton.png,Public domain,,x,,,,,,,,,,,,,,
Houghton ,Mockton Milnes,,Richard',Lord,,,,,x,,,,Semi-regular,,,,,,,,"1st Baron Houghton, ""our good Richard,"" II, 38; 259, on  Romola, IV, 102; 129, calls on
GE, 185; 192, GHL  breakfasts  with, 194; at Congreve lecture, 360; GE and GHL  dine  with,  V,  96;  277,  414,   VI,
234, GHL presented to King Leopold by, 257; 363, VII, 13, 19, 23
",,
Hunt ,,,Leigh,,leigh_hunt.png,https://en.wikipedia.org/wiki/Leigh_Hunt,,,x,,,,,,,,,,,,,,
Hunt ,Leigh,,Thornton',,thornton_hunt.png,Our files,,,x,,,Hosted  Sunday open houses that GHL and Agnes would attend ,,,,,,"169, 170",,,"Mrs. Linton  defends,  I,    lxx; !147,  !152-ll,  !159, II,  9,  in  ""category  of    the    reckless,""   12; has 4 children by  Agnes Lewes, I. lxviii-lxx,  II, 12,  131,  175,   III,   195;   and  the  Leader,  II,  136-7,  175;   rev.  Life of C. Bronte, II, 330; GE on, II, !1!10; dies, V,  356,  VI, 83",,
Huxley,Henry,,Thomas,,thomas_huxley.png,https://en.wikipedia.org/wiki/Thomas_Henry_Huxley,,,x,,,trustee of George Henry Lewes Studentship,,,,,,170,,,"I, xliv,      GE meets, 89; writes Science section inWR, II,  124; and Spencer, IV, 11, V, 215, VI, 426; and  ""Thorough""  Club,  IV, 66; ed. Reader, 170; ""A Liberal Education,''  414-5; on Comte, V, 26; 365, and J. H. Stirling, VI, 34, and  Sophia  Jex-Blake, 2!16;  !17!1, on GE, !194; The  New Repub- lic,  406;   VII,  12,  ""William Harvey/'(Fortnightly), 13; 23, 241GHL  and,  I,  lxix,  attacks  GHL  as ""book  scientist"",  ll, 132; defends  GHL  at  British  Association,  III, 189; IV, 214- 5; reads Aristotle proof, 119; writes  for Fortnightly, 192; at  Priory, 214, VI, 79, trustee  of  GHL Studentship,  Vll, 117; 177",,
Jowett,,,Benjamin,,benjamin_jowett.png,https://en.wikipedia.org/wiki/Benjamin_Jowett,,,x,,,,,,,,,192,,," V,   100; sends  proof  of Plato, V, 112_,  228,  234, 383; 408, 412, 415, 474, VI, 74; insulted in The  New  Republic, 406; ""my  par- ticular  friend,"" 426; visits  GE  at  Wit- ley,   VII, 216,   218; Thucydides, VII, 222_, to  GE  on  marriage  to  Cross,  VII, 289 GE visits at Oxford, V, 420, VI, US, 254-6, 375-6,  VII, !f0-1 ",,
Laurence,,,Samuel,,samuel_laurence.png,https://en.wikipedia.org/wiki/File:Samuel_laurence.jpg,Public domain,,x,,,,,,,,,,,,,,
Lewes,Jervis,,Agnes,,agnes_jervis_lewes.png,Our files,,,x,,,Wife of GHL,,,,,21,,,,"(Mrs.  George  Henry Lewes,  1822-1902),  account  of,  I,  xiv, lxviii-lxx;  has  4  children    by  GHL  and 4  by  T.  L.  Hunt,  I,  lxix-lxx;  Arnott  at marriage,  I,  342;  liaison  with  T.  Hunt, II,  12,  131;  GHL  determines  to  sepa - rate  from,  II,  178;  deprived  of  by  her misconduct, 349;  Agnes thinks ""Amos"" by a father of a family, 408; GE  speaks to  Cara  of    her    faults,'  III,    91;    GHL tells  sons  about  her,    116;    Miss    Bayley on,  124;  149,  GHL  dines  with  at  Mrs. Willim's,  195;  GHL  writes  to,  291;  304, ""Mama,""   415;   sits   with      Thornie      at Priory,  V,  40;  97,  GHL  writes    to,  278, VI, 59;  83,  GE  continues  paying  '100 a  year,  VII,  106;  sends  CLL  check  for, 168,  263,  319,  327;  CLL  talks  of  her  to Mrs.  Ritchie,  284.  See    also   Fraser's, WR,   and  App. II",,
Lewes,,,E.J.,,,,,,x,,,,,,,,,,,,,,
Lewes,Lee,,Charles,,charles_lewes.png,,,,x,,,Son of GHL,Regular,1860,,,30,221,,,"I,  xv,  lxxi,  II,  234,  at  Dr.  Pearce's School, 235; at  Hofwyl, 261;  339, GHL _visits,  466;  JB  advises  against  publish- ing  business  for,    III,    73;    GHL    tells about  Agnes  and  GE,  115-7;  150,  187, 195-6,  238,242,  GHL  objects to   his be- ing  confirmed;  hair  cut  short,    274;   a hard  worker,  274;  299,  leaves  Hofwyl, 306;  at  Geneva  with  GE  and  GHL,  308- 9; 311, takes exams. for Post Office, 324- 6,  330;  appointed  clerk  in  Secy's  office, 331; 332, 337, Barbara  kind  to, 342,  IV, 13; III, 353,  64, 366, 368, 375, 378, 381, 419-20,   increasingly   satisfactory,  448; 449, 463, 469 IV,  3,  manliness,  purity,  8;  20,  not doing  well  in  P.O.,  34;  36-7,  slowness his fault, 42;  46, 53, 54, goes  to   Mrs.  Taylor's;  his 20th  birthday, 65; 68, 71, 76,  77,  on  Mrs.  Bray,  87;  reads Henry Esmond, 90;  coming  of  age  celebrated, 115; 116, 118, 119, 122, reading  Strauss, 123;  reads  Cara's  British  Empire, 124;127, 151-2,  engaged  to  Gertrude Hill, 154;  156,  163,  166, birthday,  168; 175, married,  184;  211,  234,  267,  272, 274, 281,283-4,287,312,314,331,345-7,373, 416, promoted with double salary, 419; forwards GE letters, 421, 454 -5, 465 V,   5,   7,   lunches   with   Nortons   at Priory,  8;  18,  faints at sight  of  Thornie, 36;  GE  and  GHL  visit  Thornie's  grave with, 74; 85, 91, 96-7, takes care of  Liz- zie,  108-9;  on  death  of  Mary  Gillies, 110-11; 126, 135, 142-3, 176, 180, reads Main's  letters, 194;  217,  238,  258, 278, 289, daughter  Blanche  born, 292; 301,  316, 332, 347, 423-5, 447,  454VI,  12,  14,  20,  50,  59-60, promoted in  P.  O.,  93;  highly  prosperous,  130 -1, tries  to  save  Swiss  Cottage  fields,  153 - 4; 174, 191, wears spectacles, 220; 234,  243,  246,  259,  264,  266-7,  builds   the Warren   at   Crockham Hill, 285;   306, Christmas  with  the  Hills,  322,  360,  at Priory  while  drains  are  looked  to,  363 - 6; 390, 394, 420, 427, 430 VII, 4, 38,107, moves to Elm Cottage, Rosslyn  Hill,  Hampstead,  66;  85,  72, Du  Maurier  writes  on    GHL's    death, 84;  reads  Cross  proofs,  85;  JB  on,  95, and  Eliza  Lewes,  106;  inherits  GHL's cps., I, 1, VII, 118; calls on  WB,   127; 133,  on  Vivian  Lewes,  138;  154,  156, 169,175,178, 179-80, 184-5, 187-8,205- 6, 213-4, 216-8, 235, 243, 15th wedding anniversary, 257; promoted, 263;   317 - 8, 322 GE  and CLL GE gives watch to, III, 4, 125-6; 177, GE writes to, 215-6; comes to live with GE, 228, 232; GE wants his room com- fortable,  304;  to   Crystal   Palace   with GE,  344;  347-8, dearer  every  day,  362- 3;  keeps  house  while  GE  away,  403; 409, 413, 418-9, worships GE, 421; reads Italian  with,  422;  goes  to  church  with, 433;  lives  in  London to  make home  for him,   449;   reads   him   beginning   of Romola, IV, 15; 26, 161, wants him for Christmas dinner, V, 72, 149, 154, 161, 192,  336,  GE thinks he should  improve English,   370;   helps   him   tr.   Lessing,  420;  GE  on,  VI, 3,  dines  with  GE, 260, writes Mme Belloc GE sees no one else, after  GHL's  death,  VII,  87;  88,  writes Mrs. Pattison, 90; 104, ll5, 123, GE sees Elm   Cottage,   127;   143,   wants Theo- phrastus, 145;  151,  GE  advises  on  Here- fords.  farm,  158,  159;  167,  190, 193-4,week  end  at  Witley,  195;  201-2,  on  Rip- ley, 222;  224,  226, 227,  235,  242, 254, GE  discusses  her  marriage  with,  266, perfect  feeling,  268;  gives  GE  away, 270; 276, 282-3, tells Mrs. Ritchie about GE's  marriage,  284;  288-90,  293,  tells Mrs.  Congreve,  296;  at  Witley, 302-3;304-6,   Sll-2,    326-7,    GE  inscribes Romola  to, 328; 329, 338 holidays, in Switzerland, III, 460, 466, IV, 14, 75, V, 424, VI, I70, VII, 308;   in Munich,  IV, 135, 143; in  Florence, 186, 449; abroad, VII, 64 music,  III,  116,    125-6,    plays    duets with  GE,  346;  goes  to  opera  with  GE, 397;  has  piano  lessons,  404,  414-5,  IV,  SI,  piano,  82;  GE  asks  him  to  get  music, 478; composing, V, 467;  sends  GE   list of  songs for  Deronda, VI, 184writings, tr. Reuter,  Bamberger,  and Lessing, for Tauchnitz, IV, 369, VI, 395; sends Maga art.  on  Mrs.  Senior's  Re- port,  87;  pub. Edinburgh  Rev., 157;  on telegraph  reform,  VII,  294;  tr.  ""Hans Preller"" (Maga), !114 ",,
Lewes,Arnott,Thornie,Thornton,,thornton_lewes.png,,,,x,,,Son of GHL,,1860,,,,221,,," I, lxxi, 342,  II, 234,  at  Hofwyl,  261; 339, GHL  visits,  466;  GHL  tells  about  Ag - nes  and  GE,  III,  115;  GE  sends  butter - fly book, 126; 187, 195-6, GHL objects to his confirmation, 274; 295, 306, may study in Geneva, 309; GHL can't afford D'Albert's  terms,  313;  leaves  Hofwyl, 325;  goes  to  High  School,  Edinburgh, 327;  333,  341,  to  take  Indian service  exam., 347, 349, at  Edinburgh, 352, 362, 366,   ""young   bear,""   375;   402,   full   of enjoyment,  415;  meets  the  Blackwoods, 421;  to  Hofwyl  for  holiday,  442;  445, wan.ts rounding, 434;  passes  1st  exam., 443;  446,  GE  describes,  449;    at    home for  a  week,  455;  459,  has  GHL's  charm, 463;  pub. Forged  Stamps, I,    lxxi,    III, 463;   465,   JB   kind   to,   473;   Caliban, knocks  Mr.  Robertson    down,    474;    IV, 4,  working,   14;   37,  comes   home   for exam.,  45;  47,  holiday  at   Hofwyl, 50; passes  1st  exam.,  57;  89,  91,  fails  2d exam.,  101;  wants  to  fight  with Polishguerrillas, 102; 105, to  go  to  Natal,  107; 109, at last shipped off  to  Natal, 111;  117,  119, letter  from, 140-!J;  146,151-2,  letters  from, 167, 195, 197;  175, 211,  222,  land  grant,  299;  !$05,  !$07, farms with  Bertie,  !J79;  !J97,  419,  465, ill, coming  home,  V,  4;  has  spinal  tu- berculosis,  !JS;  Barbara's  kindness,  !$6, 41,  45-6,  60;  GE  on,  40;  decline   and death, !$4-60;  morphia,  45;  50, thinner, torpid,  51;  paraplegia,  52;  recovers  use of  legs,  5!J;  54,  mentally  inert,  55;  un - able  to  walk;  wizened  look,  57;  dies  in GE's  arms, 60, 69;  65, GE and    GHL  visit grave, 74; 79, 197, VII, 108",,
Lewes,,,Gertrude,,,,,,x,,,,,,,,,,,,,,
Lewes,Henry,,George,,george_henry_lewes.png,Our files,,,x,,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam finibus, odio ut egestas pellentesque, risus felis condimentum augue, at tempus est risus in nunc. Suspendisse egestas in nulla a euismod. Nulla condimentum nisi vitae quam finibus, ut mollis arcu vulputate. Aenean mattis ut sem eget vulputate. Aliquam mi leo, cursus vel luctus non, feugiat ac odio. Integer ut molestie ligula. Praesent sit amet justo quis velit molestie iaculis. Ut tempor orci non aliquet dapibus. Suspendisse accumsan nisi consectetur erat tempus rhoncus. Maecenas volutpat, erat molestie pretium blandit, tellus libero consequat felis, eu condimentum justo erat id lorem. Vivamus porta dolor quis dui pellentesque fringilla. Pellentesque nibh quam, interdum at nulla eget, maximus aliquet ligula. Cras blandit sed sem varius venenatis. Morbi quis odio diam. Aenean faucibus metus risus, id molestie augue maximus et.",,,,,74,213-223,,," VII, 100; GE  asks  Allbutt's  advice  on,  VII,  104, 113-4, 117, 124, 127, 128, 141-2, terms of,  176-7,  183,  deed   executed,   194, terms of award, 199, 201, 211, C. S. Roy  chosen, 213, 223, 225, 226, 233",,
Lewes,Arthur,Bertie,Herbert,,,,,,x,,,Son of GHL,,1860,,,,221,,," I,   lxxi,   at   Hofwyl,   II,   339-IV, 94;  II,  377,  GHL  visits,  466,  GHL  tells about  Agnes  and  GE,  III,  115;  GE  gives pocket  knife, 126; 178, 181, 187,  195-6,seldom writes, 275; 403-4, 415, 419, 425, 449,  463,  IV,  37,  80,  GHL  considers sending  him  to  Australia,  82 -3,  or  Al- giers,  102;  to  learn  farining  in  Scot - land,  105; lll, 117,  likes  Scotch  life, ll9;   visits   Vivian   Lewes,   122;   im- proved, 124; returns  to Scotland,  127;  143, GE and  GHL  visit, 144; 152,   171, 172, 175, 197, fine fellow physically, but suited   only   for   farming,   212;   GHL considers   New   Zealand   for,   222;   at Snitterfield, 233; 299, 305, joins   Thor- nie  in  Natal,  306;  379, 419, 465,  en - gaged, V, 114; 119, married, 217;  257, 420, VI, 83, ill, 131; dies at  Durban,161;  162,  165,  173,  177,  191, 200, 304",,
Lewis,,,Maria,,,,,,x,,,"Teacher, friend, correspondent of GE",,,,,,"222, 223",,,,,
Lytton,Villiers,,Edith,Countess,edith_villiers.png,"https://en.wikipedia.org/wiki/Edith_Villiers,_Countess_of_Lytton",,,x,,,,,,,,,,,,,,
Lytton,George Bulwer,,Edward,,edward_lytton.png,https://en.wikipedia.org/wiki/Edward_Bulwer-Lytton,,,x,,,,x,,,,,,,,,,
Main,,,Alexander,Sir,,,,,x,,,Correspondent of GE,Semi-regular,,,,76,247,,,"account of, I, lxxiii-lxxiv; lst letter to GE, V, 174; love of Scott, 175; 176,   182, ""Worshipper of Genius,"" 205; JB describes, 206, 208, the ""Gusher,"" 212; 218, 241,  251, GE asks about his life, 262; GHL proposes mathematical dictionary, 283, 292; on GE's later style, 300, 302-3; art. on Antiquary, 310, 325; 323-4, 360-1, sends correction for Middlemarch, 366; and Ritter, 382-3; 404, and GHL, 431-2; at Glasgow, 465; on rev. of Problems, VI, 30-1; GE gives Jubal, 45; 49-50, 71-2, 79-80, 95-6, 106-7, GE has never seen, llO; 125, 128-9, 131, 146-7, 156-7, 175, 209, presenta-tion copy of Deronda, 213; 218-9, arts. in Mind, 244-5, 362,  394, 432, calls on JB, VII, 49; 225, 250, 313 GE's gratitude to, V, 184-5, 212-3, 250, 309--10, 325, 358-9, VI, 226-7 Wise, Witty, and Tender Sayings of George Eliot (1871), proposed, V, 192-3; GHL suggests title, 193; 194-5, 200-1, 210, 213,  229, preface, 230-1, 236-7; re-views, 239; good sales. 250-1. 267; 275-6, Ritter reads Sayings, 282; 287, 417-8. 429--30, Middlemarch added to 2d ed., 429-30, VI, 7; 431,439-40, pref-ace to 2d ed., 456, 458-61; VI, 6, 3d ed., adds Deronda and Theophrastus, VII, 208; presentation copies, V, 229, VII, 7-8 Life and Conversations of Dr. John-son, GHL suggests, V, 396-8; reads 1st 2 chs., 399; 404-5, 415, 418, 431, 439, GHL reads proof, sends preface, 442; 447, 449-50, 462, 465. GHL advances money for, 470; 472, 473, subscribed, VI, 6; scourged by Athenaeum, 7; GHL advises indifference to attacks, 12; Sat-urday Rev. assails, 13; GHL on faults of, 20-1 George Eliot Birthday Book, Main proposes. VI, 422-3, GE on, 423, 433-4; JB on, 431; binding. VII, 42, 58, 114; 44, 49, 70, 73, sales, 111 ",,
Martineau,,,Harriet,,harriet_martineau.png,https://en.wikipedia.org/wiki/Harriet_Martineau,,,x,,,"Writer, friend of GE",,1845,,,,"252, 253",,," I,  xliv,  345-6,   364, 376,  II,  16, 46, and  James  Martineau, 50;  58,  60-1,  65,  88, denounces Vanity Fair, 157; Mrs.  Gaskell  and,  III, 201-2; lives 21 years  after  announcing  her  im- pending  death,  229-30;  257,  306, 318, IV,  136,  162,  180,  dies,  VI,  266;  272 GE   and,   GE   dines   with,   I, 188-9;  cries  over The  Crofton  Boys, 192_;  361, II, 4-5, GE  trustee  of    Comte  fund, 17; ""a  trump,"" 32; GE  visits  at  Ambleside, 56, 62-3; letter to GE, 96; 121, 122,  132, 177,  180,  258, History  of  England, 405_,  430; Autobiography, VI,  351_, 370-2;GHL and, II, 54, 70, 122-3, GHL rev.History,  British  Quarterly   (May 1850), App. IIAutobiography,  II,   230,  VI,  3ll,R.  Browning  on,  353;  severe  rev.  in Maga  (Mrs. Oliphant), 357 Letters on the Laws of Man's Nature and Development, I, 343, 349, VI, 371 The   Positive   Philosophy   of   Auguste Comte, I,  360-1, II, 126,  gives  GE  a  copy,  127;  Huxley  praises,  132-ll;  140, gives Comte  profits, 271WR,   II,  27, 114, 57, 80, 86,  lllll, and Chapman's  creditors,  1611;  art.  on  fac- tories  rejected,  225-6;    rev.    Melville, 2117; ""Travel,"" her last contribution, 490",,
Martineau,,,James,,james_martineau.png,https://en.wikipedia.org/wiki/James_Martineau,,,x,,,,,,,,,,,,,,
Morley,,,John,,john_morley.png,https://en.wikipedia.org/wiki/John_Morley,,,x,,,Occasional guest at the Priory,,,,,,278,,,"I, lxix,  rev. Felix (Saturday  Rev.), IV, 275; 281, on GE in Macmillan's,   809;   edits   Fortnightly, !115;  GHL  dines  with,  !161; 864,  424, denies Mrs. Pattison  was  Dorothea, V, 39;  269,  at  Lyttons'  dinner,   VI,  224, asks Colvin to spare GE's feelings, VI, 812; and  EML ser., 416-7, VII,  29 ",,
Myers,William Henry,,Frederic ,,frederic_myers.png,https://en.wikipedia.org/wiki/Frederic_W._H._Myers,,,x,,,Visitor at the Priory,Semi-regular,,,,68,285,,,"V. 385. 409-10. account of GE in Cen-tury, V. 410. VI. 380; seance at Dar-wins'. 6: 7. 360. marries. VII. 242; Wordsworth (EML ser.). 342-",,
Norton,Eliot,,Charles,,charles_norton.png,https://en.wikipedia.org/wiki/File:Houghton_Portrait_File_-_Charles_Eliot_Norton.jpg,public doman,,x,,,Visitor at the priory,,,,,"6, 7, 59",,,,"meets GHL, IV, 466; V, 4-5, describes GE and GHL, 7, 43,423",,
Norton,,,Susan,,,,,,x,,,Wife of Charles Norton,,,,,59,,,,,,
Ouvry,Carrington,,Ernest',,,,,,x,,,,,,,,,,,,,,
Ouvry,,,Elinor,,,,,,x,,,,,,,,,,,,,,
Owen,,,Richard,Sir,richard_owen.png,https://en.wikipedia.org/wiki/Richard_Owen,,,x,,,"Friend of GE/GHL, worked at Westminster Review",,,,,,305,,,"  I,  xliv,  II, 24,  56, and GHL,  281;   likes  ""Amos,""  295;  com- mends Sea-Side  Studies, !170; 470,  479, reads  GHL's  paper  at  British  Associa- tion,  487;  III,  6, on  Adam, 20;  43, 55, art.  on  Johnston, 62;   GHL    proposes  art.  on, 117,  127;  334, gives  GE Mem- oir  on  the  Megatherium, 373;  V,  158; GHL's   art.   on, Fraser's Gan. 1856), App. II",,
Parkes,Rayner,Bessie,Elizabeth,,bessie_parkes.png,Our files,,,x,,,"Close friend of GE, writer",Semi-regular,,,,67,"308, 309, 310",,,,,
Pigott,Frederic Smyth,,Edward ,,,,,,x,,,,,,,,,,,,,,
Simcox,,,Edith,,,,,,x,,,Friend of GE,Semi-regular,,,,"23, 76","405, 406, 407",,,"I, 22, V, 415, VI, 12, 14,  51, and   Elma Stuart, 84; 85,  lllll, 249,  294, 415, VII, !18, 64, 143, 209, 222, on Lon- don School Board, 2llll; 242, 263, CLL  to  tell of  GE's marriage,  267; 274,  277, 282",,
Smith,,,George,,,,,,x,,,"Publisher, producer",,,,,,"407, 408",,,"calls on GHL, III, 189; accepts ""Studies in  Animal  Life""  for Cornhill, III, 193, 195,  224,  226,  308,  proposes   '10,000 for Romola, IV,  17-8; can't  delay,  proj- ect  abandoned, IV,  19; asks  GHL   to  edit Cornhill, 24; GHL  to  be  literary adviser, 29,   30-1; GE   reads chs. ot Romola to, 33; terms, !14; GE  accepts, 35; gives  GE  opera  stalls, 36;  37,  39, gives   GE   photos   of Romola illustra, tions, 48;  49,  50,  75, gives  GE Henry Esmond,  7S-9;  water-icer,  1!18; offers 250 g for  ""Brother  Jacob,"" 157;  166, founds Pall  Mall  Gazette, 169; GHL adviser  on, 172; GE  thanks  for  oyster dish, 174; 2!13, declines Felix, 240; 268, 322,  gives  GE  travelling  bag,   324-5;!129,  338,  364, asks  for Spanish  Gypsy, 377; GE  thanks  for  bonbons, 391; loaa. libel  suit  to  W.  H.  Dixon, V,  334; pro_poses Story  of    Goethe's    Life, !168;  VI, 4,  107,  133,  372,  VII,  222,  edition de. luxe  of  Romola, 247; 328",,
Stowe,Beecher,,Harriet,,harriet_beecher_stowe.png,https://en.wikipedia.org/wiki/Harriet_Beecher_Stowe,,,x,,,"Writer, ten year correspondence with GE",,,,,,"419, 420",,,"II,  56-7_;  sales  of,  III,  275; illust. ed., VII, 132; II, 66, 92, 269, pro- tests sympathy for Confederacy, IV, 78; writes  GE,  V,  28;  GE's  1st  letter  to, 29-31;Oldtown Folks, V,!JO-I_, 47-8;on  Byron, 53, 71, VI, 371-2; V, 173,  on R.  D.  Owen,  252-!l;  271,  receives  mes' sages   from   C.   Bronte's   spirit,   279-82; Dred, 280_;  !121-2,    !l!lO,    VI,    54,    on  H.  W. Beecher  case,  77-8,  245-7; 88, 158, 301, 318, VII, 103, l!l3, 288,  !ll7",,
